tiempo_s,x_m,y_m,phi_rad,waypoint_idx,estado,dist_wp_m,dist_recorrida_m
35.04,-0.22399,0.35952,0.0,4,AVANZAR,0.02399,1.40385
35.072,-0.22341,0.35952,-0.00248,4,AVANZAR,0.02341,1.40442
35.104,-0.22276,0.35952,-0.00248,4,AVANZAR,0.02276,1.40507
35.136,-0.22218,0.35952,0.0,4,AVANZAR,0.02218,1.40565
35.168,-0.2216,0.35952,-0.00248,4,AVANZAR,0.0216,1.40623
35.2,-0.22109,0.35952,-0.00248,4,AVANZAR,0.02109,1.40674
35.232,-0.22051,0.35952,0.0,4,AVANZAR,0.02051,1.40732
35.264,-0.21999,0.35952,0.0,4,AVANZAR,0.01999,1.40784
35.296,-0.21948,0.35952,0.0,4,AVANZAR,0.01948,1.40835
35.328,-0.21903,0.35951,-0.00248,4,AVANZAR,0.01903,1.4088
35.36,-0.21851,0.35951,-0.00248,4,AVANZAR,0.01851,1.40932
35.392,-0.218,0.35951,-0.00248,4,AVANZAR,0.018,1.40983
35.424,-0.21761,0.35951,-0.00248,4,AVANZAR,0.01761,1.41022
35.456,-0.2171,0.35951,-0.00248,4,AVANZAR,0.0171,1.41073
35.488,-0.21671,0.35951,-0.00248,4,AVANZAR,0.01671,1.41112
35.52,-0.2162,0.35951,-0.00248,4,AVANZAR,0.0162,1.41163
35.552,-0.21581,0.35951,-0.00248,4,AVANZAR,0.01581,1.41202
35.584,-0.21542,0.35951,-0.00248,4,AVANZAR,0.01542,1.41241
35.616,-0.21504,0.3595,-0.00248,4,AVANZAR,0.01504,1.41279
35.648,-0.21465,0.3595,-0.00248,4,AVANZAR,0.01465,1.41318
35.68,-0.21427,0.3595,-0.00248,4,AVANZAR,0.01427,1.41357
35.712,-0.21388,0.3595,-0.00248,4,AVANZAR,0.01388,1.41395
35.744,-0.21356,0.3595,0.0,4,AVANZAR,0.01356,1.41427
35.776,-0.21324,0.3595,-0.00248,4,AVANZAR,0.01324,1.4146
35.808,-0.21285,0.3595,-0.00248,4,AVANZAR,0.01285,1.41498
35.84,-0.21253,0.3595,0.0,4,AVANZAR,0.01253,1.4153
35.872,-0.21221,0.3595,-0.00248,4,AVANZAR,0.01221,1.41563
35.904,-0.21195,0.3595,-0.00248,4,AVANZAR,0.01195,1.41588
35.936,-0.21156,0.3595,-0.00248,4,AVANZAR,0.01156,1.41627
35.968,-0.2113,0.3595,-0.00248,4,AVANZAR,0.0113,1.41653
36.0,-0.21105,0.3595,-0.00248,4,AVANZAR,0.01105,1.41678
36.032,-0.21073,0.3595,0.0,4,AVANZAR,0.01073,1.41711
36.064,-0.2104,0.3595,-0.00248,4,AVANZAR,0.0104,1.41743
36.096,-0.21015,0.35949,-0.00248,4,AVANZAR,0.01015,1.41768
36.128,-0.20989,0.35949,-0.00248,4,AVANZAR,0.00989,1.41794
36.16,-0.20963,0.35949,-0.00248,4,AVANZAR,0.00963,1.4182
36.192,-0.20944,0.35949,0.0,4,AVANZAR,0.00944,1.41839
36.224,-0.20918,0.35949,0.0,4,AVANZAR,0.00918,1.41865
36.256,-0.20899,0.35949,-0.00248,4,AVANZAR,0.00899,1.41884
36.288,-0.20873,0.35949,-0.00248,4,AVANZAR,0.00873,1.4191
36.32,-0.20847,0.35949,-0.00248,4,AVANZAR,0.00847,1.41936
36.352,-0.20828,0.35949,0.0,4,AVANZAR,0.00828,1.41955
36.384,-0.20809,0.35949,-0.00248,4,AVANZAR,0.00809,1.41974
36.416,-0.20783,0.35949,-0.00248,4,AVANZAR,0.00783,1.42
36.448,-0.2077,0.35949,-0.00248,4,AVANZAR,0.0077,1.42013
36.48,-0.20744,0.35949,-0.00248,4,AVANZAR,0.00744,1.42039
36.512,-0.20731,0.35949,-0.00248,4,AVANZAR,0.00731,1.42052
36.544,-0.20706,0.35949,-0.00248,4,AVANZAR,0.00706,1.42077
36.576,-0.20693,0.35949,-0.00248,4,AVANZAR,0.00693,1.4209
36.608,-0.20673,0.35949,0.0,4,AVANZAR,0.00673,1.4211
36.64,-0.20654,0.35949,-0.00248,4,AVANZAR,0.00654,1.42129
36.672,-0.20641,0.35949,-0.00248,4,AVANZAR,0.00641,1.42142
36.704,-0.20622,0.35949,0.0,4,AVANZAR,0.00622,1.42161
36.736,-0.20603,0.35949,-0.00248,4,AVANZAR,0.00603,1.4218
36.768,-0.2059,0.35949,-0.00248,4,AVANZAR,0.0059,1.42193
36.8,-0.20577,0.35949,-0.00248,4,AVANZAR,0.00577,1.42206
36.832,-0.20564,0.35949,-0.00248,4,AVANZAR,0.00564,1.42219
36.864,-0.20551,0.35949,-0.00248,4,AVANZAR,0.00551,1.42232
36.896,-0.20532,0.35949,0.0,4,AVANZAR,0.00532,1.42251
36.928,-0.20519,0.35949,0.0,4,AVANZAR,0.00519,1.42264
36.96,-0.20506,0.35949,0.0,4,AVANZAR,0.00506,1.42277
36.992,-0.2,0.35949,0.0,5,GIRAR,0.00493,1.4229
37.024,-0.2,0.35949,0.0,5,GIRAR,1.5708,1.4229
37.056,-0.2,0.35949,0.03466,5,GIRAR,1.53614,1.4229
37.088,-0.2,0.35949,0.07427,5,GIRAR,1.49652,1.4229
37.12,-0.2,0.35949,0.11389,5,GIRAR,1.45691,1.4229
37.152,-0.2,0.35949,0.1535,5,GIRAR,1.4173,1.4229
37.184,-0.2,0.35949,0.18816,5,GIRAR,1.38264,1.4229
37.216,-0.2,0.35949,0.22777,5,GIRAR,1.34303,1.4229
37.248,-0.2,0.35949,0.26738,5,GIRAR,1.30341,1.4229
37.28,-0.2,0.35949,0.307,5,GIRAR,1.2638,1.4229
37.312,-0.2,0.35949,0.34166,5,GIRAR,1.22914,1.4229
37.344,-0.2,0.35949,0.38127,5,GIRAR,1.18953,1.4229
37.376,-0.2,0.35949,0.42088,5,GIRAR,1.14992,1.4229
37.408,-0.2,0.35949,0.46049,5,GIRAR,1.1103,1.4229
37.44,-0.2,0.35949,0.49515,5,GIRAR,1.07564,1.4229
37.472,-0.2,0.35949,0.53477,5,GIRAR,1.03603,1.4229
37.504,-0.2,0.35949,0.57438,5,GIRAR,0.99642,1.4229
37.536,-0.2,0.35949,0.61399,5,GIRAR,0.95681,1.4229
37.568,-0.2,0.35949,0.64865,5,GIRAR,0.92214,1.4229
37.6,-0.2,0.35949,0.68826,5,GIRAR,0.88253,1.4229
37.632,-0.2,0.35949,0.72788,5,GIRAR,0.84292,1.4229
37.664,-0.2,0.35949,0.76749,5,GIRAR,0.80331,1.4229
37.696,-0.2,0.35949,0.80215,5,GIRAR,0.76865,1.4229
37.728,-0.2,0.35949,0.84176,5,GIRAR,0.72903,1.4229
37.76,-0.2,0.35949,0.88137,5,GIRAR,0.68942,1.4229
37.792,-0.2,0.35949,0.92099,5,GIRAR,0.64981,1.4229
37.824,-0.2,0.35949,0.95565,5,GIRAR,0.61515,1.4229
37.856,-0.2,0.35949,0.99526,5,GIRAR,0.57554,1.4229
37.888,-0.2,0.35949,1.03487,5,GIRAR,0.53592,1.4229
37.92,-0.2,0.35949,1.07448,5,GIRAR,0.49631,1.4229
37.952,-0.2,0.35949,1.10914,5,GIRAR,0.46165,1.4229
37.984,-0.2,0.35949,1.14876,5,GIRAR,0.42204,1.4229
38.016,-0.2,0.35949,1.18837,5,GIRAR,0.38243,1.4229
38.048,-0.2,0.35949,1.22798,5,GIRAR,0.34281,1.4229
38.08,-0.2,0.35949,1.26264,5,GIRAR,0.30815,1.4229
38.112,-0.2,0.35949,1.30225,5,GIRAR,0.26854,1.4229
38.144,-0.2,0.35949,1.34187,5,GIRAR,0.22893,1.4229
38.176,-0.2,0.35949,1.38148,5,GIRAR,0.18932,1.4229
38.208,-0.2,0.35949,1.41614,5,GIRAR,0.15466,1.4229
38.24,-0.2,0.35949,1.45575,5,GIRAR,0.11504,1.4229
38.272,-0.2,0.35949,1.49536,5,GIRAR,0.07543,1.4229
38.304,-0.2,0.35949,1.53498,5,GIRAR,0.03582,1.4229
38.336,-0.2,0.35949,1.56964,5,GIRAR,0.00116,1.4229
38.368,-0.2,0.35949,1.60925,5,GIRAR,0.0,1.4229
38.4,-0.2,0.35949,1.64886,5,GIRAR,0.0,1.4229
38.432,-0.2,0.35949,1.68847,5,GIRAR,0.0,1.4229
38.464,-0.20001,0.35955,1.5708,5,AVANZAR,0.0,1.42296
38.496,-0.20001,0.35955,1.5708,5,AVANZAR,0.24045,1.42296
38.528,-0.20001,0.36135,1.5708,5,AVANZAR,0.23865,1.42477
38.56,-0.20001,0.36328,1.5708,5,AVANZAR,0.23672,1.4267
38.592,-0.20001,0.36521,1.5708,5,AVANZAR,0.23479,1.42863
38.624,-0.20001,0.36715,1.5708,5,AVANZAR,0.23285,1.43056
38.656,-0.20001,0.36908,1.5708,5,AVANZAR,0.23092,1.43249
38.688,-0.20001,0.37101,1.5708,5,AVANZAR,0.22899,1.43442
38.72,-0.20001,0.37294,1.5708,5,AVANZAR,0.22706,1.43635
38.752,-0.20001,0.37487,1.5708,5,AVANZAR,0.22513,1.43828
38.784,-0.20001,0.3768,1.5708,5,AVANZAR,0.2232,1.44021
38.816,-0.20001,0.37873,1.5708,5,AVANZAR,0.22127,1.44215
38.848,-0.20001,0.38053,1.5708,5,AVANZAR,0.21947,1.44395
38.88,-0.20001,0.38247,1.5708,5,AVANZAR,0.21753,1.44588
38.912,-0.20001,0.3844,1.5708,5,AVANZAR,0.2156,1.44781
38.944,-0.20001,0.38633,1.5708,5,AVANZAR,0.21367,1.44974
38.976,-0.20001,0.38826,1.5708,5,AVANZAR,0.21174,1.45167
39.008,-0.20001,0.39019,1.5708,5,AVANZAR,0.20981,1.4536
39.04,-0.20001,0.39212,1.5708,5,AVANZAR,0.20788,1.45553
39.072,-0.20001,0.39405,1.5708,5,AVANZAR,0.20595,1.45747
39.104,-0.20001,0.39598,1.5708,5,AVANZAR,0.20402,1.4594
39.136,-0.20001,0.39791,1.5708,5,AVANZAR,0.20209,1.46133
39.168,-0.20001,0.39972,1.5708,5,AVANZAR,0.20028,1.46313
39.2,-0.20001,0.40165,1.5708,5,AVANZAR,0.19835,1.46506
39.232,-0.20001,0.40358,1.5708,5,AVANZAR,0.19642,1.46699
39.264,-0.20001,0.40551,1.5708,5,AVANZAR,0.19449,1.46892
39.296,-0.20001,0.40744,1.5708,5,AVANZAR,0.19256,1.47085
39.328,-0.20001,0.40937,1.5708,5,AVANZAR,0.19063,1.47279
39.36,-0.20001,0.4113,1.5708,5,AVANZAR,0.1887,1.47472
39.392,-0.20001,0.41323,1.5708,5,AVANZAR,0.18677,1.47665
39.424,-0.20001,0.41517,1.5708,5,AVANZAR,0.18483,1.47858
39.456,-0.20001,0.4171,1.5708,5,AVANZAR,0.1829,1.48051
39.488,-0.20001,0.41903,1.5708,5,AVANZAR,0.18097,1.48244
39.52,-0.20001,0.42083,1.5708,5,AVANZAR,0.17917,1.48424
39.552,-0.20001,0.42276,1.5708,5,AVANZAR,0.17724,1.48617
39.584,-0.20001,0.42469,1.5708,5,AVANZAR,0.17531,1.48811
39.616,-0.20001,0.42662,1.5708,5,AVANZAR,0.17338,1.49004
39.648,-0.20001,0.42855,1.5708,5,AVANZAR,0.17145,1.49197
39.68,-0.20001,0.43049,1.5708,5,AVANZAR,0.16951,1.4939
39.712,-0.20001,0.43242,1.5708,5,AVANZAR,0.16758,1.49583
39.744,-0.20001,0.43435,1.5708,5,AVANZAR,0.16565,1.49776
39.776,-0.20001,0.43628,1.5708,5,AVANZAR,0.16372,1.49969
39.808,-0.20001,0.43821,1.5708,5,AVANZAR,0.16179,1.50162
39.84,-0.20001,0.44001,1.5708,5,AVANZAR,0.15999,1.50343
39.872,-0.20001,0.44194,1.5708,5,AVANZAR,0.15806,1.50536
39.904,-0.20001,0.44387,1.5708,5,AVANZAR,0.15613,1.50729
39.936,-0.20001,0.44581,1.5708,5,AVANZAR,0.15419,1.50922
39.968,-0.20001,0.44774,1.5708,5,AVANZAR,0.15226,1.51115
40.0,-0.20001,0.44967,1.5708,5,AVANZAR,0.15033,1.51308
40.032,-0.20001,0.4516,1.5708,5,AVANZAR,0.1484,1.51501
40.064,-0.20001,0.45353,1.5708,5,AVANZAR,0.14647,1.51694
40.096,-0.20001,0.45546,1.5708,5,AVANZAR,0.14454,1.51887
40.128,-0.20001,0.45739,1.5708,5,AVANZAR,0.14261,1.52081
40.16,-0.20001,0.45919,1.5708,5,AVANZAR,0.14081,1.52261
40.192,-0.20001,0.46113,1.5708,5,AVANZAR,0.13887,1.52454
40.224,-0.20001,0.46306,1.5708,5,AVANZAR,0.13694,1.52647
40.256,-0.20001,0.46499,1.5708,5,AVANZAR,0.13501,1.5284
40.288,-0.20001,0.46692,1.5708,5,AVANZAR,0.13308,1.53033
40.32,-0.20001,0.46885,1.5708,5,AVANZAR,0.13115,1.53226
40.352,-0.20001,0.47078,1.5708,5,AVANZAR,0.12922,1.53419
40.384,-0.20001,0.47271,1.5708,5,AVANZAR,0.12729,1.53613
40.416,-0.20001,0.47464,1.5708,5,AVANZAR,0.12536,1.53806
40.448,-0.20001,0.47657,1.5708,5,AVANZAR,0.12343,1.53999
40.48,-0.20001,0.47838,1.5708,5,AVANZAR,0.12162,1.54179
40.512,-0.20001,0.48031,1.5708,5,AVANZAR,0.11969,1.54372
40.544,-0.20001,0.48224,1.5708,5,AVANZAR,0.11776,1.54565
40.576,-0.20001,0.48417,1.5708,5,AVANZAR,0.11583,1.54758
40.608,-0.20001,0.4861,1.5708,5,AVANZAR,0.1139,1.54951
40.64,-0.20001,0.48803,1.5708,5,AVANZAR,0.11197,1.55145
40.672,-0.20001,0.48996,1.5708,5,AVANZAR,0.11004,1.55338
40.704,-0.20001,0.49189,1.5708,5,AVANZAR,0.10811,1.55531
40.736,-0.20001,0.49383,1.5708,5,AVANZAR,0.10617,1.55724
40.768,-0.20001,0.49576,1.5708,5,AVANZAR,0.10424,1.55917
40.8,-0.20001,0.49769,1.5708,5,AVANZAR,0.10231,1.5611
40.832,-0.20001,0.49949,1.5708,5,AVANZAR,0.10051,1.5629
40.864,-0.20001,0.50142,1.5708,5,AVANZAR,0.09858,1.56483
40.896,-0.20001,0.50335,1.5708,5,AVANZAR,0.09665,1.56677
40.928,-0.20001,0.50528,1.5708,5,AVANZAR,0.09472,1.5687
40.96,-0.20001,0.50721,1.5708,5,AVANZAR,0.09279,1.57063
40.992,-0.20001,0.50915,1.5708,5,AVANZAR,0.09085,1.57256
41.024,-0.20001,0.51108,1.5708,5,AVANZAR,0.08892,1.57449
41.056,-0.20001,0.51301,1.5708,5,AVANZAR,0.08699,1.57642
41.088,-0.20001,0.51494,1.5708,5,AVANZAR,0.08506,1.57835
41.12,-0.20001,0.51687,1.5708,5,AVANZAR,0.08313,1.58028
41.152,-0.20001,0.51867,1.5708,5,AVANZAR,0.08133,1.58209
41.184,-0.20001,0.5206,1.5708,5,AVANZAR,0.0794,1.58402
41.216,-0.20001,0.52253,1.5708,5,AVANZAR,0.07747,1.58595
41.248,-0.20001,0.52447,1.5708,5,AVANZAR,0.07553,1.58788
41.28,-0.20001,0.5264,1.5708,5,AVANZAR,0.0736,1.58981
41.312,-0.20001,0.52833,1.5708,5,AVANZAR,0.07167,1.59174
41.344,-0.20001,0.53013,1.5708,5,AVANZAR,0.06987,1.59354
41.376,-0.20001,0.53193,1.5708,5,AVANZAR,0.06807,1.59535
41.408,-0.20001,0.53361,1.5708,5,AVANZAR,0.06639,1.59702
41.44,-0.20001,0.53541,1.5708,5,AVANZAR,0.06459,1.59882
41.472,-0.20001,0.53695,1.5708,5,AVANZAR,0.06305,1.60037
41.504,-0.20001,0.53863,1.5708,5,AVANZAR,0.06137,1.60204
41.536,-0.20001,0.54017,1.5708,5,AVANZAR,0.05983,1.60359
41.568,-0.20001,0.54172,1.5708,5,AVANZAR,0.05828,1.60513
41.6,-0.20001,0.54326,1.5708,5,AVANZAR,0.05674,1.60668
41.632,-0.20001,0.54468,1.5708,5,AVANZAR,0.05532,1.60809
41.664,-0.20001,0.54609,1.5708,5,AVANZAR,0.05391,1.60951
41.696,-0.20001,0.54751,1.5708,5,AVANZAR,0.05249,1.61092
41.728,-0.20001,0.5488,1.5708,5,AVANZAR,0.0512,1.61221
41.76,-0.20001,0.55008,1.5708,5,AVANZAR,0.04992,1.6135
41.792,-0.20001,0.55137,1.5708,5,AVANZAR,0.04863,1.61479
41.824,-0.20001,0.55266,1.5708,5,AVANZAR,0.04734,1.61607
41.856,-0.20001,0.55382,1.5708,5,AVANZAR,0.04618,1.61723
41.888,-0.20001,0.55498,1.5708,5,AVANZAR,0.04502,1.61839
41.92,-0.20001,0.55614,1.5708,5,AVANZAR,0.04386,1.61955
41.952,-0.20001,0.55729,1.5708,5,AVANZAR,0.04271,1.62071
41.984,-0.20001,0.55845,1.5708,5,AVANZAR,0.04155,1.62187
42.016,-0.20001,0.55948,1.5708,5,AVANZAR,0.04052,1.6229
42.048,-0.20001,0.56051,1.5708,5,AVANZAR,0.03949,1.62393
42.08,-0.20001,0.56154,1.5708,5,AVANZAR,0.03846,1.62496
42.112,-0.20001,0.56244,1.5708,5,AVANZAR,0.03756,1.62586
42.144,-0.20001,0.56347,1.5708,5,AVANZAR,0.03653,1.62689
42.176,-0.20001,0.56437,1.5708,5,AVANZAR,0.03563,1.62779
42.208,-0.20001,0.56528,1.5708,5,AVANZAR,0.03472,1.62869
42.24,-0.20001,0.56618,1.5708,5,AVANZAR,0.03382,1.62959
42.272,-0.20001,0.56708,1.5708,5,AVANZAR,0.03292,1.63049
42.304,-0.20001,0.56785,1.5708,5,AVANZAR,0.03215,1.63126
42.336,-0.20001,0.56875,1.5708,5,AVANZAR,0.03125,1.63217
42.368,-0.20001,0.56952,1.5708,5,AVANZAR,0.03048,1.63294
42.4,-0.20001,0.5703,1.5708,5,AVANZAR,0.0297,1.63371
42.432,-0.20001,0.57107,1.5708,5,AVANZAR,0.02893,1.63448
42.464,-0.20001,0.57184,1.5708,5,AVANZAR,0.02816,1.63526
42.496,-0.20001,0.57249,1.5708,5,AVANZAR,0.02751,1.6359
42.528,-0.20001,0.57326,1.5708,5,AVANZAR,0.02674,1.63667
42.56,-0.20001,0.5739,1.5708,5,AVANZAR,0.0261,1.63732
42.592,-0.20001,0.57455,1.5708,5,AVANZAR,0.02545,1.63796
42.624,-0.20001,0.57519,1.5708,5,AVANZAR,0.02481,1.6386
42.656,-0.20001,0.57583,1.5708,5,AVANZAR,0.02417,1.63925
42.688,-0.20001,0.57648,1.5708,5,AVANZAR,0.02352,1.63989
42.72,-0.20001,0.57712,1.5708,5,AVANZAR,0.02288,1.64053
42.752,-0.20001,0.57764,1.5708,5,AVANZAR,0.02236,1.64105
42.784,-0.20001,0.57828,1.5708,5,AVANZAR,0.02172,1.64169
42.816,-0.20001,0.57879,1.5708,5,AVANZAR,0.02121,1.64221
42.848,-0.20001,0.57931,1.5708,5,AVANZAR,0.02069,1.64272
42.88,-0.20001,0.57982,1.5708,5,AVANZAR,0.02018,1.64324
42.912,-0.20001,0.58034,1.5708,5,AVANZAR,0.01966,1.64375
42.944,-0.20001,0.58085,1.5708,5,AVANZAR,0.01915,1.64427
42.976,-0.20001,0.58137,1.5708,5,AVANZAR,0.01863,1.64478
43.008,-0.20001,0.58188,1.5708,5,AVANZAR,0.01812,1.6453
43.04,-0.20001,0.58227,1.5708,5,AVANZAR,0.01773,1.64568
43.072,-0.20001,0.58278,1.5708,5,AVANZAR,0.01722,1.6462
43.104,-0.20001,0.58317,1.5708,5,AVANZAR,0.01683,1.64658
43.136,-0.20001,0.58369,1.5708,5,AVANZAR,0.01631,1.6471
43.168,-0.20001,0.58407,1.5708,5,AVANZAR,0.01593,1.64749
43.2,-0.20001,0.58446,1.5708,5,AVANZAR,0.01554,1.64787
43.232,-0.20001,0.58484,1.5708,5,AVANZAR,0.01516,1.64826
43.264,-0.20001,0.58523,1.5708,5,AVANZAR,0.01477,1.64864
43.296,-0.20001,0.58562,1.5708,5,AVANZAR,0.01438,1.64903
43.328,-0.20001,0.586,1.5708,5,AVANZAR,0.014,1.64942
43.36,-0.20001,0.58639,1.5708,5,AVANZAR,0.01361,1.6498
43.392,-0.20001,0.58665,1.5708,5,AVANZAR,0.01335,1.65006
43.424,-0.20001,0.58703,1.5708,5,AVANZAR,0.01297,1.65045
43.456,-0.20001,0.58742,1.5708,5,AVANZAR,0.01258,1.65083
43.488,-0.20001,0.58768,1.5708,5,AVANZAR,0.01232,1.65109
43.52,-0.20001,0.58806,1.5708,5,AVANZAR,0.01194,1.65148
43.552,-0.20001,0.58832,1.5708,5,AVANZAR,0.01168,1.65173
43.584,-0.20001,0.58858,1.5708,5,AVANZAR,0.01142,1.65199
43.616,-0.20001,0.58896,1.5708,5,AVANZAR,0.01104,1.65238
43.648,-0.20001,0.58922,1.5708,5,AVANZAR,0.01078,1.65264
43.68,-0.20001,0.58948,1.5708,5,AVANZAR,0.01052,1.65289
43.712,-0.20001,0.58974,1.5708,5,AVANZAR,0.01026,1.65315
43.744,-0.20001,0.58999,1.5708,5,AVANZAR,0.01001,1.65341
43.776,-0.20001,0.59025,1.5708,5,AVANZAR,0.00975,1.65367
43.808,-0.20001,0.59051,1.5708,5,AVANZAR,0.00949,1.65392
43.84,-0.20001,0.59077,1.5708,5,AVANZAR,0.00923,1.65418
43.872,-0.20001,0.59102,1.5708,5,AVANZAR,0.00898,1.65444
43.904,-0.20001,0.59128,1.5708,5,AVANZAR,0.00872,1.6547
43.936,-0.20001,0.59141,1.5708,5,AVANZAR,0.00859,1.65482
43.968,-0.20001,0.59167,1.5708,5,AVANZAR,0.00833,1.65508
44.0,-0.20001,0.59193,1.5708,5,AVANZAR,0.00807,1.65534
44.032,-0.20001,0.59205,1.5708,5,AVANZAR,0.00795,1.65547
44.064,-0.20001,0.59231,1.5708,5,AVANZAR,0.00769,1.65573
44.096,-0.20001,0.59244,1.5708,5,AVANZAR,0.00756,1.65585
44.128,-0.20001,0.5927,1.5708,5,AVANZAR,0.0073,1.65611
44.16,-0.20001,0.59283,1.5708,5,AVANZAR,0.00717,1.65624
44.192,-0.20001,0.59308,1.5708,5,AVANZAR,0.00692,1.6565
44.224,-0.20001,0.59321,1.5708,5,AVANZAR,0.00679,1.65663
44.256,-0.20001,0.59334,1.5708,5,AVANZAR,0.00666,1.65676
44.288,-0.20001,0.5936,1.5708,5,AVANZAR,0.0064,1.65701
44.32,-0.20001,0.59373,1.5708,5,AVANZAR,0.00627,1.65714
44.352,-0.20001,0.59386,1.5708,5,AVANZAR,0.00614,1.65727
44.384,-0.20001,0.59411,1.5708,5,AVANZAR,0.00589,1.65753
44.416,-0.20001,0.59424,1.5708,5,AVANZAR,0.00576,1.65766
44.448,-0.20001,0.59437,1.5708,5,AVANZAR,0.00563,1.65778
44.48,-0.20001,0.5945,1.5708,5,AVANZAR,0.0055,1.65791
44.512,-0.20001,0.59463,1.5708,5,AVANZAR,0.00537,1.65804
44.544,-0.20001,0.59476,1.5708,5,AVANZAR,0.00524,1.65817
44.576,-0.20001,0.59489,1.5708,5,AVANZAR,0.00511,1.6583
44.608,-0.20001,0.6,1.5708,6,GIRAR,0.00498,1.65843
44.64,-0.20001,0.6,1.5708,6,GIRAR,1.5708,1.65843
44.672,-0.20001,0.6,1.53118,6,GIRAR,1.53118,1.65843
44.704,-0.20001,0.60006,1.49405,6,GIRAR,1.49405,1.65849
44.736,-0.20001,0.6,1.45691,6,GIRAR,1.45691,1.65856
44.768,-0.20001,0.6,1.4173,6,GIRAR,1.4173,1.65856
44.8,-0.20001,0.6,1.37769,6,GIRAR,1.37769,1.65856
44.832,-0.2,0.60006,1.34055,6,GIRAR,1.34055,1.65862
44.864,-0.20001,0.6,1.30341,6,GIRAR,1.30341,1.65869
44.896,-0.20001,0.6,1.2638,6,GIRAR,1.2638,1.65869
44.928,-0.20001,0.6,1.22419,6,GIRAR,1.22419,1.65869
44.96,-0.19999,0.60006,1.18705,6,GIRAR,1.18705,1.65875
44.992,-0.20002,0.6,1.14992,6,GIRAR,1.14992,1.65881
45.024,-0.20002,0.6,1.1103,6,GIRAR,1.1103,1.65881
45.056,-0.20002,0.6,1.07069,6,GIRAR,1.07069,1.65881
45.088,-0.19998,0.60006,1.03355,6,GIRAR,1.03355,1.65888
45.12,-0.20002,0.6,0.99642,6,GIRAR,0.99642,1.65894
45.152,-0.20002,0.6,0.95681,6,GIRAR,0.95681,1.65894
45.184,-0.20002,0.6,0.91719,6,GIRAR,0.91719,1.65894
45.216,-0.19998,0.60005,0.88006,6,GIRAR,0.88006,1.65901
45.248,-0.19998,0.60005,0.84044,6,GIRAR,0.84044,1.65901
45.28,-0.20002,0.60001,0.80331,6,GIRAR,0.80331,1.65907
45.312,-0.20002,0.60001,0.7637,6,GIRAR,0.7637,1.65907
45.344,-0.19997,0.60005,0.72656,6,GIRAR,0.72656,1.65914
45.376,-0.19997,0.60005,0.68695,6,GIRAR,0.68695,1.65914
45.408,-0.20002,0.60001,0.64981,6,GIRAR,0.64981,1.6592
45.44,-0.20002,0.60001,0.6102,6,GIRAR,0.6102,1.6592
45.472,-0.19997,0.60005,0.57306,6,GIRAR,0.57306,1.65927
45.504,-0.19997,0.60005,0.53345,6,GIRAR,0.53345,1.65927
45.536,-0.20003,0.60001,0.49631,6,GIRAR,0.49631,1.65933
45.568,-0.20003,0.60001,0.4567,6,GIRAR,0.4567,1.65933
45.6,-0.19997,0.60004,0.41956,6,GIRAR,0.41956,1.65939
45.632,-0.19997,0.60004,0.37995,6,GIRAR,0.37995,1.65939
45.664,-0.20003,0.60002,0.34281,6,GIRAR,0.34281,1.65946
45.696,-0.20003,0.60002,0.3032,6,GIRAR,0.3032,1.65946
45.728,-0.19997,0.60004,0.26607,6,GIRAR,0.26607,1.65952
45.76,-0.19997,0.60004,0.22645,6,GIRAR,0.22645,1.65952
45.792,-0.20003,0.60002,0.18932,6,GIRAR,0.18932,1.65959
45.824,-0.20003,0.60002,0.1497,6,GIRAR,0.1497,1.65959
45.856,-0.19997,0.60003,0.11257,6,GIRAR,0.11257,1.65965
45.888,-0.19997,0.60003,0.07296,6,GIRAR,0.07296,1.65965
45.92,-0.20003,0.60003,0.03582,6,GIRAR,0.03582,1.65972
45.952,-0.20003,0.60003,-0.00379,6,GIRAR,0.0,1.65972
45.984,-0.19997,0.60003,-0.04093,6,GIRAR,0.0,1.65978
46.016,-0.19997,0.60003,-0.08054,6,GIRAR,0.0,1.65978
46.048,-0.20003,0.60003,-0.11768,6,GIRAR,0.0,1.65984
46.08,-0.20003,0.60003,0.0,6,AVANZAR,0.0,1.65984
46.112,-0.20003,0.60003,0.0,6,AVANZAR,0.88003,1.65984
46.144,-0.1981,0.60003,0.0,6,AVANZAR,0.8781,1.66178
46.176,-0.19617,0.60003,0.0,6,AVANZAR,0.87617,1.66371
46.208,-0.19424,0.60003,0.0,6,AVANZAR,0.87424,1.66564
46.24,-0.19231,0.60003,0.0,6,AVANZAR,0.87231,1.66757
46.272,-0.19038,0.60003,0.0,6,AVANZAR,0.87038,1.6695
46.304,-0.18851,0.60004,0.00248,6,AVANZAR,0.86851,1.67137
46.336,-0.18658,0.60004,0.00248,6,AVANZAR,0.86658,1.6733
46.368,-0.18471,0.60004,0.0,6,AVANZAR,0.86471,1.67516
46.4,-0.18278,0.60004,0.0,6,AVANZAR,0.86278,1.6771
46.432,-0.18085,0.60004,0.0,6,AVANZAR,0.86085,1.67903
46.464,-0.17892,0.60004,0.0,6,AVANZAR,0.85892,1.68096
46.496,-0.17699,0.60004,0.0,6,AVANZAR,0.85699,1.68289
46.528,-0.17506,0.60004,0.0,6,AVANZAR,0.85506,1.68482
46.56,-0.17312,0.60004,0.0,6,AVANZAR,0.85312,1.68675
